No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county
125,DsWalbJord,PL0060A,Wałbrzych - ul. Jordana,DsWalbJord,2001-01-02,2006-12-31,industrial,urban,in-house,DOLNOŚLĄSKIE,Wałbrzych,ul. Jordana 4,50.759444,16.241389,
126,DsWalbKost,,Wałbrzych - ul. Kosteckiego,DsWalbKost,1983-01-02,2003-12-31,industrial,urban,in-house,DOLNOŚLĄSKIE,Wałbrzych,ul. Kosteckiego 2,50.762702000000004,16.244248000000002,
127,DsWalbrzWyso,PL0192A,"Wałbrzych, ul. Wysockiego",,2005-01-01,,background,urban,container,DOLNOŚLĄSKIE,Wałbrzych,ul. Wysockiego 11,50.768729,16.269676999999998,
128,DsWalbWysPArch,,Wałbrzych - ul. Wysockiego (PM10-Arch),DsWalbWysPArch,2004-01-02,2009-12-31,background,urban,dust collector,DOLNOŚLĄSKIE,Wałbrzych,ul. Wysockiego 11,50.768747,16.269584,
129,DsWitk09,,Witków,DsWitk09,1996-11-01,2004-05-20,background,nonurban,container,DOLNOŚLĄSKIE,Witków,,50.816520000000004,16.122029,powiat wałbrzyski
130,DsWitka,PL0319A,Witka,DsWitka,1996-01-01,2013-12-31,industrial,nonurban,container,DOLNOŚLĄSKIE,Witka,,51.041136,14.980326999999999,powiat zgorzelecki
131,DsWlen03,PL0062A,Wleń,DsWlen03,1996-07-01,2010-12-31,background,nonurban,container,DOLNOŚLĄSKIE,Wleń,,51.012248,15.668279,powiat lwówecki
132,DsWrocAlWisn,PL0197A,"Wrocław, al. Wiśniowa",,2005-01-01,,communication,urban,container,DOLNOŚLĄSKIE,Wrocław,al. Wiśniowa/ul. Powst. Śląskich,51.086225,17.012689,
133,DsWrocBartni,PL0193A,"Wrocław, ul. Bartnicza",,2005-01-01,,background,suburban,container,DOLNOŚLĄSKIE,Wrocław,ul. Bartnicza,51.115933,17.141125,
134,DsWrocGrun,,Wrocław - Grunwald,DsWrocGrun,1996-01-01,2005-12-31,communication,urban,in-house,DOLNOŚLĄSKIE,Wrocław,pl. Grunwaldzki 9,51.109899,17.056491,
135,DsWrocKorzPMArch,,Wrocław - Korzeniowskiego (PM10-Arch),DsWrocKorzPMArch,2005-01-01,2009-12-31,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Wyb. J.Conrada-Korzeniowskiego,51.129409,17.029552,
136,DsWrocKrom,,Wrocław - Kromera,DsWrocKrom,1995-01-01,2004-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Kromera 44,51.132752,17.064494,
137,DsWrocNaGrob,PL0490A,"Wrocław, ul. Na Grobli",,2010-01-01,,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Na Grobli,51.103456,17.059225,
138,DsWrocOlsz,,Wrocław - Olszewskiego,DsWrocOlsz,1978-01-01,2003-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Olszewskiego 21,51.102734999999996,17.096759,
139,DsWrocOpor,,Wrocław - Oporowska,DsWrocOpor,1995-01-01,2004-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Oporowska 16,51.098027,17.002063,
140,DsWrocOrzech,PL0196A,"Wrocław, ul. Orzechowa",,2011-01-01,,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Orzechowa 61,51.077525,17.042817000000003,
141,DsWrocOrzechArch,,Wrocław - Orzechowa (PM10-Arch),DsWrocOrzechArch,2005-01-01,2009-12-31,background,urban,dust collector,DOLNOŚLĄSKIE,Wrocław,ul. Orzechowa 61,51.077525,17.042816000000002,
142,DsWrocPret,,Wrocław - Pretficza,DsWrocPret,1994-01-01,2004-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Pretficza 7,51.090895,17.013682,
143,DsWrocSklad,,Wrocław - Składowa,DsWrocSklad,1977-01-01,2004-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Składowa 1/3,51.119721999999996,17.0275,
144,DsWrocTech,,Wrocław - Mł.Techników,DsWrocTech,1986-01-01,2004-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Młodych Techników 7,51.113611,17.013056,
145,DsWrocUkr,PL0009A,Wrocław - Ukryta,DsWrocUkr,1998-01-01,2005-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Ukryta 10,51.117028999999995,17.053859,
146,DsWrocWie,PL0025A,Wrocław - Wierzbowa,DsWrocWie,1994-11-08,2011-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Wrocław,ul. Wierzbowa 14/16,51.10549,17.036471,
147,DsWrocWybCon,PL0194A,"Wrocław, wyb. Conrada-Korzeniowskiego",,2005-01-01,,background,urban,container,DOLNOŚLĄSKIE,Wrocław,ul. Wyb. J.Conrada-Korzeniowskiego 18,51.129378,17.02925,
148,DsWyszkow,PL0320A,Wyszków,DsWyszkow,1996-01-01,2013-12-31,industrial,nonurban,container,DOLNOŚLĄSKIE,Wyszków,,50.963536,14.993653,powiat zgorzelecki
149,DsZabkKlodz,,Ząbkowice Śląskie - ul. Kłodzka,DsZabkKlodz,1977-01-02,2005-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Ząbkowice Śląskie,ul. Kłodzka 2,50.586033,16.809694,powiat ząbkowicki
150,DsZabkPowWar,PL0321A,Ząbkowice Śląskie,DsZabkowSemi,2008-09-01,2020-12-08,background,urban,container,DOLNOŚLĄSKIE,Ząbkowice Śląskie,ul. Powstańców Warszawy 5,50.592325,16.819785999999997,powiat ząbkowicki
151,DsZameczno,,Zameczno,DsZameczno,1980-01-01,2003-12-31,industrial,nonurban,in-house,DOLNOŚLĄSKIE,Zameczno,,51.669507,15.932110999999999,powiat głogowski
152,DsZgorBohGet,PL0198A,"Zgorzelec, ul. Bohaterów Getta",,2005-01-01,,background,urban,container,DOLNOŚLĄSKIE,Zgorzelec,ul. Bohaterów Getta 1a,51.150391,15.008175,powiat zgorzelecki
153,DsZgorzMar,PL0199A,Zgorzelec - Maratońska,DsZgorzMar,2005-01-01,2007-12-31,background,urban,dust collector,DOLNOŚLĄSKIE,Zgorzelec,ul. Maratońska,51.145777,15.012232999999998,powiat zgorzelecki
154,DsZgorzOrz,PL0322A,Zgorzelec - Orzeszkowej,DsZgorzOrz,1996-01-01,2013-12-31,industrial,urban,container,DOLNOŚLĄSKIE,Zgorzelec,ul. Orzeszkowej 3,51.130156,15.001957999999998,powiat zgorzelecki
155,DsZgorzWar,,Zgorzelec - Warszawska,DsZgorzWar,1995-01-03,2004-12-31,background,urban,in-house,DOLNOŚLĄSKIE,Zgorzelec,ul. Warszawska 11,51.148418,15.007948999999998,powiat zgorzelecki
156,DsZlotKosc,,Złotoryja - Kościuszki,DsZlotKosc,2000-01-01,2002-12-31,background,urban,container,DOLNOŚLĄSKIE,Złotoryja,ul. Kościuszki 5,51.123326,15.911288,powiat złotoryjski
157,DsZlotoryjaPMArch,,Złotoryja - Staszica (PM10-Arch),DsZlotoryjaPMArch,2009-01-01,2009-12-31,background,urban,container,DOLNOŚLĄSKIE,Złotoryja,ul. Stanisława Staszica 22,51.1239,15.920289000000002,powiat złotoryjski
158,DsZlotoStasz,PL0477A,Złotoryja - Staszica,DsZlotoryjaPM,2011-01-01,2019-12-31,background,urban,dust collector,DOLNOŚLĄSKIE,Złotoryja,ul. Stanisława Staszica 22,51.1239,15.920289000000002,powiat złotoryjski
159,DsZukowice,,Żukowice,DsZukowice,1980-01-01,2003-12-31,industrial,nonurban,in-house,DOLNOŚLĄSKIE,Żukowice,,51.667269,15.984407000000001,powiat głogowski
160,KpAirpKoluda,PL0601A,Kołuda Wielka Airpointer,KpAirpKoluda,2013-04-25,2014-01-02,background,nonurban,mobile,KUJAWSKO-POMORSKIE,Kołuda Wielka,,52.735746999999996,18.148678,powiat inowrocławski
161,KpBrodKochan,PL0606A,"Brodnica, ul. Kochanowskiego",,2015-01-01,,background,urban,dust collector,KUJAWSKO-POMORSKIE,Brodnica,ul. Kochanowskiego,53.249264000000004,19.415086,powiat brodnicki
162,KpBrodnZwirki,PL0323A,"Brodnica ""Żwirki""",KpBrodnZwirki,2003-03-16,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Brodnica,ul. Żwirki i Wigury 1,53.2575,19.406667000000002,powiat brodnicki
163,KpBydBerling,PL0491A,Bydgoszcz Fieldorfa,KpBydgBerlinga,2010-04-01,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. gen. Augusta Emila Fieldorfa „Nila” 13,53.151452,18.132062,
164,KpBydFieldor,PL0491A,"Bydgoszcz, ul. Fieldorfa",,2010-04-01,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. gen. Augusta Emila Fieldorfa „Nila” 13,53.151452,18.132062,
165,KpBydgATRKalisk,PL0324A,"Bydgoszcz ""Fordon ATR""",KpBydgATRKalisk,1990-01-02,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Kaliskiego 7,53.142778,18.126944,
166,KpBydgBlota,,Bydgoszcz Białe Błota,KpBydgBlota,2006-01-09,2009-12-31,background,suburban,mobile,KUJAWSKO-POMORSKIE,Białe Błota,ul. Szubińska 8,53.100278,17.920278,powiat bydgoski
167,KpBydgChemEC,PL0583A,Bydgoszcz Chemiczna EC,KpBydgChemEC,2012-01-01,2013-12-31,industrial,suburban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Chemiczna,53.104443999999994,18.073611,
168,KpBydgCO,,Bydgoszcz Centrum Onkologiczne,KpBydgCO,2006-08-22,2009-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Berlinga 13,53.150833,18.131389000000002,
169,KpBydgMorska,PL0325A,"Bydgoszcz ""Morska""",KpBydgMorska,1993-01-18,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Morska 2,53.1275,18.054444,
170,KpBydgUjejskiego,PL0063A,"Bydgoszcz ""Szpital XXX-lecia""",KpBydgUjejskiego,1981-01-13,2010-12-31,background,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Ujejskiego 75,53.114722,18.027222000000002,
171,KpBydgWPola,PL0065A,"Bydgoszcz ""W. Pola""",KpBydgWPola,1994-01-04,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. W. Pola 19,53.125,17.975832999999998,
172,KpBydgWzgWolnosci,,Bydgoszcz Wzgórze Wolności,KpBydgWzgWolnosci,2008-03-31,2009-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Słowiańska 7,53.115832999999995,18.016111,
173,KpBydgZachemHutn,PL0326A,Zachem - Hutnicza,KpBydgZachemHutn,1999-03-01,2012-12-31,industrial,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Hutnicza 89,53.101667000000006,18.106111,
174,KpBydgZachemWojska,PL0327A,"Bydgoszcz ""Zachem2""",KpBydgZachemWojska,1983-01-11,2009-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Wojska Polskiego 46,53.102222,18.059444,
175,KpBydPlPozna,PL0252A,"Bydgoszcz, pl. Poznański",,2006-01-06,,communication,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,Plac Poznański,53.121774,17.987883,
176,KpBydWarszaw,PL0064A,"Bydgoszcz, ul. Warszawska",,1995-01-21,,background,urban,container,KUJAWSKO-POMORSKIE,Bydgoszcz,ul. Warszawska 10,53.134088,17.995712,
177,KpChelmLunawMOB,PL0737A,"Chełmno, Łunawska 3A",KpChelmLunawMOB,2020-01-08,2021-01-04,background,urban,mobile,KUJAWSKO-POMORSKIE,Chełmno,ul. Łunawska 3A,53.351975,18.447498,powiat chełmiński
178,KpChelmnLunawska,PL0328A,"Chełmno ""Łunawska""",KpChelmnLunawska,2003-03-16,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Chełmno,ul. Łunawska 2A,53.348611,18.445278,powiat chełmiński
179,KpCiechTezni,PL0066A,"Ciechocinek, ul. Tężniowa",,1995-04-05,,background,suburban,container,KUJAWSKO-POMORSKIE,Ciechocinek,ul. Tężniowa - Park Tężniowy,52.888422,18.780908,powiat aleksandrowski
180,KpDAFAleksandrowK,,Aleksandrów Kujawski,KpDAFAleksandrowK,2010-01-01,2010-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Aleksandrów Kujawski,ul. Słowackiego 18,52.878333,18.6975,powiat aleksandrowski
181,KpDAFBrzescK,,Brześć Kujawski,KpDAFBrzescK,2005-03-01,2005-09-30,background,urban,mobile,KUJAWSKO-POMORSKIE,Brześć Kujawski,ul. Kilińskiego,52.605,18.906944,powiat włocławski
182,KpDAFChelmza,,Chełmża (stacja mobilna),KpDAFChelmza,2010-08-01,2010-11-16,background,urban,mobile,KUJAWSKO-POMORSKIE,Chełmża,ul. Gen. J.Hallera 2,53.186389,18.610556,powiat toruński
183,KpDAFChodecz,,Chodecz,KpDAFChodecz,2008-01-01,2008-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Chodecz,ul. I Armii Wojska Polskiego,52.401666999999996,19.029444,powiat włocławski
184,KpDAFDobrzynUM,,Dobrzyń UM,KpDAFDobrzynUM,2003-01-01,2007-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Dobrzyń nad Wisłą,ul. Szkolna 4,52.637778000000004,19.321667,powiat lipnowski
185,KpDAFGolub,,Golub - Dobrzyń (stacja mobilna),KpDAFGolub,2005-06-01,2009-06-17,background,urban,mobile,KUJAWSKO-POMORSKIE,Golub-Dobrzyń,ul. Dworcowa,53.12055600000001,19.050556,powiat golubsko-dobrzyński
186,KpDAFIzbica,,Izbica Kujawska,KpDAFIzbica,2006-09-01,2010-12-31,background,nonurban,mobile,KUJAWSKO-POMORSKIE,Izbica Kujawska,ul. Warszawska 2,52.419478000000005,18.767222,powiat włocławski
187,KpDAFLasin,,Łasin (stacja mobilna),KpDAFLasin,2006-03-06,2006-05-13,background,urban,mobile,KUJAWSKO-POMORSKIE,Łasin,ul. Odrodzenia Polski 5,53.518333,19.089444,powiat grudziądzki
188,KpDAFMarusza,,Marusza (stacja mobilna),KpDAFMarusza,2008-02-01,2008-05-13,background,suburban,mobile,KUJAWSKO-POMORSKIE,Grudziądz,ul. Warszawska 36,53.453889000000004,18.791667,
189,KpDAFNieszawa,,Nieszawa,KpDAFNieszawa,2006-05-01,2006-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Nieszawa,ul. Laskowskiego 3,52.838611,18.895,powiat aleksandrowski
190,KpDAFRadziejowRPGK,,Radziejów RPGK,KpDAFRadziejowRPGK,2009-01-01,2009-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Radziejów,ul. Komunalna 19,52.629721999999994,18.530278,powiat radziejowski
191,KpDAFRadzyn,,Radzyń Chełmiński (stacja mobilna),KpDAFRadzyn,2010-01-01,2010-05-20,background,urban,mobile,KUJAWSKO-POMORSKIE,Radzyń Chełmiński,ul. Sady 14,53.381944,18.936944,powiat grudziądzki
192,KpDAFRypinKOMES,,RypinKOMES,KpDAFRypinKOMES,2009-01-01,2009-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Rypin,ul. E. Orzeszkowej 4,53.06555600000001,19.405278,powiat rypiński
193,KpGrudPilsud,PL0580A,"Grudziądz, ul. Piłsudskiego",,2012-03-01,,communication,urban,container,KUJAWSKO-POMORSKIE,Grudziądz,ul. Piłsudskiego 51,53.49355,18.762139,
194,KpGrudSienki,PL0542A,"Grudziądz, ul. Sienkiewicza",,2011-04-29,,background,urban,dust collector,KUJAWSKO-POMORSKIE,Grudziądz,ul. Sienkiewicza 27,53.491831000000005,18.752589,
195,KpGrudzIkara,PL0200A,"Grudziądz ""Ikara""",KpGrudzIkara,2003-03-16,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Grudziądz,ul. Ikara 8,53.464167,18.769444,
196,KpGrudzKosynierow,PL0329A,"Grudziądz ""Kosynierów""",KpGrudzKosynierow,1993-01-04,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Grudziądz,ul. Kosynierów Gdyńskich 31,53.492778,18.754167000000002,
197,KpInowOsMatwMOB,PL0656A,Inowrocław Mątwy airponter,KpInowOsMatwMOB,2016-02-04,2017-01-10,industrial,urban,mobile,KUJAWSKO-POMORSKIE,Inowrocław,Chemiczna,52.755688,18.254379999999998,powiat inowrocławski
198,KpInowrKleeberga,PL0330A,"Inowrocław ""Rąbin""",KpInowrKleeberga,2003-03-16,2009-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Inowrocław,ul. Kleeberga 1,52.786667,18.250556,powiat inowrocławski
199,KpInowrMatewska,,"Soda-Mątwy ""Mątewska""",KpInowrMatewska,1995-07-01,2011-12-31,industrial,urban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Mątewska 34,52.751943999999995,18.2625,powiat inowrocławski
200,KpInowrPlacKlaszt,PL0331A,"Inowrocław ""Śródmieście""",KpInowrPlacKlaszt,2003-01-01,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Inowrocław,ul. Klac Klasztorny 1b,52.79666700000001,18.258889,powiat inowrocławski
201,KpInowrPoznanska,,"Inowrocław ""Poznańska""",KpInowrPoznanska,1992-02-01,2011-12-31,industrial,urban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Poznańska 307,52.75,18.2525,powiat inowrocławski
202,KpInowrSolan,PL0067A,Inowrocław Solankowa,KpInowrSolan,2011-01-01,2012-12-31,background,urban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Solankowa,52.794722,18.245,powiat inowrocławski
203,KpInowrSolankowa,,"Inowrocław ""Uzdrowisko""",KpInowrSolankowa,2003-03-16,2010-12-31,background,urban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Solankowa 77,52.793611,18.243333,powiat inowrocławski
204,KpInowSolank,PL0581A,"Inowrocław, ul. Solankowa",,2011-03-04,,background,suburban,container,KUJAWSKO-POMORSKIE,Inowrocław,ul. Solankowa,52.793122,18.241044,powiat inowrocławski
205,KpKoniczynka,PL0068A,"Koniczynka, Pojezierze Chełmińskie",,1996-01-01,,background,nonurban,container,KUJAWSKO-POMORSKIE,Koniczynka,,53.080647,18.684258,powiat toruński
206,KpKruszwicamob,,Kruszwica,KpKruszwicamob,2010-03-10,2010-06-02,background,urban,mobile,KUJAWSKO-POMORSKIE,Kruszwica,ul. Niepodległości,52.678056000000005,18.314167,powiat inowrocławski
207,KpKruszynLotnisko,,Lotnisko Kruszyn,KpKruszynLotnisko,2000-01-19,2004-12-31,background,nonurban,in-house,KUJAWSKO-POMORSKIE,Kruszyn,,52.586114,19.01,powiat włocławski
208,KpMogilKosciuszki,PL0332A,Mogilno,KpMogilKosciuszki,2003-03-16,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Mogilno,ul. T. Kościuszki 3,52.659167000000004,17.949722,powiat mogileński
209,KpMogiNowMOB,PL0751A,"Mogilno,Kościuszki",KpMogiNowMOB,2019-01-03,2019-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Mogilno,Kościuszki,52.656842000000005,17.949565,powiat mogileński
210,KpNakloSkargi,,Nakło,KpNakloSkargi,2003-03-16,2010-12-31,background,urban,container,KUJAWSKO-POMORSKIE,Nakło nad Notecią,ul. P. Skargi 2,53.139444,17.607778,powiat nakielski
211,KpNaklSkargi,PL0201A,Nakło Piotra Skargi,KpNakloPiotraSkargi,2011-01-01,2020-01-01,background,urban,container,KUJAWSKO-POMORSKIE,Nakło nad Notecią,ul. Piotra Skargi,53.138358,17.605139,powiat nakielski
212,KpNaklWawrzy,PL0683A,"Nakło nad Notecią, ul. Św. Wawrzyńca",,2020-12-29,,background,urban,container,KUJAWSKO-POMORSKIE,Nakło nad Notecią,ul. Świętego Wawrzyńca,53.136681,17.591539,powiat nakielski
213,KpNwiesNaftobazy,PL0333A,Naftobazy,KpNwiesNaftobazy,1990-01-01,2013-12-31,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Nowa Wies Wielka,ul. Przemyslowa,52.970278,18.091389000000003,powiat bydgoski
214,KpPiech,PL0334A,Lafarge-Piechcin,KpPiech,1998-06-01,2011-12-31,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Piechcin,,52.816389,18.032778,powiat żniński
215,KpPrzysRCRRiOW,,Przysiek - RCRRiOW,KpPrzysRCRRiOW,1996-05-15,2005-03-31,NO DATA,nonurban,in-house,KUJAWSKO-POMORSKIE,Przysiek,,53.02944399999999,18.504444,powiat toruński
216,KpSadlog,PL0202A,Lafarge-Sadłogoszcz,KpSadlog,2001-03-20,2011-12-31,background,nonurban,container,KUJAWSKO-POMORSKIE,Sadłogoszcz,,52.844722,18.005,powiat żniński
217,KpSepolno,,Sępólno Krajeńskie,KpSepolno,2006-02-20,2009-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Sępólno Krajeńskie,ul. Sienkiewicza 54,53.4475,17.527778,powiat sępoleński
218,KpSolecRowecMOB,PL0780A,"Solec Kujawski, ul. gen. Roweckiego",,2021-01-04,,background,urban,mobile,KUJAWSKO-POMORSKIE,Solec Kujawski,"ul. gen. Stefana Roweckiego ""Grota""",53.079618,18.2279,powiat bydgoski
219,KpSwiecGruczno,,Frantschach - Gruczno,KpSwiecGruczno,1997-01-01,2003-02-27,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Górne Gruczno,,53.364722,18.316667000000002,powiat świecki
220,KpSwiecGruczno2,PL0069A,02 - Gruczno,KpSwiecGruczno2,2005-02-01,2011-12-31,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Górne Gruczno,,53.35555600000001,18.318333,powiat świecki
221,KpSwiecKolejowa,,Frantschach - stacja nr 1,KpSwiecKolejowa,1995-03-10,2003-03-10,industrial,suburban,container,KUJAWSKO-POMORSKIE,Świecie,ul. Kolejowa 20,53.398056000000004,18.416389000000002,powiat świecki
222,KpSwiecPrzechowo,PL0070A,01 Przechowo,KpSwiecPrzechowo,2005-02-01,2014-01-01,industrial,suburban,container,KUJAWSKO-POMORSKIE,Świecie Przechowo,,53.398056000000004,18.416389000000002,powiat świecki
223,KpSwiecSadowa,PL0336A,"Świecie ""Sądowa""",KpSwiecSadowa,2003-03-16,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Świecie,ul. Sądowa 5,53.407222,18.453889,powiat świecki
224,KpToruDziewu,PL0071A,"Toruń, ul. Dziewulskiego",,1993-04-20,,background,urban,container,KUJAWSKO-POMORSKIE,Toruń,ul. Dziewulskiego 1,53.028647,18.666103,
225,KpToruKaszow,PL0072A,"Toruń, ul. Przy Kaszowniku",,1997-01-01,,communication,urban,container,KUJAWSKO-POMORSKIE,Toruń,ul. Przy Kaszowniku,53.017628,18.612807999999998,
226,KpTorunGagarina,PL0337A,"Toruń ""Gagarina""",KpTorunGagarina,1988-01-20,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. Gagarina 34,53.018333,18.565,
227,KpTorunKonstytucji,PL0338A,"Toruń ""Konstytucji""",KpTorunKonstytucji,2003-03-16,2009-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. Konstytucji 3-Maja 15,53.023889000000004,18.681667,
228,KpTorunKopernika,PL0339A,"Toruń ""Kopernika""",KpTorunKopernika,1983-01-02,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. M. Kopernika 9,53.009167000000005,18.604167,
229,KpTorunLotnisko,PL0073A,"Toruń, LOTNISKO",KpTorunLotnisko,1989-09-18,2008-12-16,background,urban,container,KUJAWSKO-POMORSKIE,Toruń,ul. Bielańska 66,53.028332999999996,18.561678,
230,KpTorunOPSIS,,"Toruń, OPSIS",KpTorunOPSIS,1995-06-01,2005-12-31,background,urban,container,KUJAWSKO-POMORSKIE,Toruń,pl. Teatralny 2,53.013611,18.604722,
231,KpTorunPoznanska,PL0340A,"Toruń ""Poznańska""",KpTorunPoznanska,2003-03-16,2009-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. Poznańska 63,52.993611,18.595278,
232,KpTorunSzpMiejski,PL0203A,Toruń Szpital Miejski,KpTorunSzpMiejski,2004-01-01,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Toruń,ul. Batorego,53.0225,18.620832999999998,
233,KpToruStorczMOB,PL0688A,"Toruń, ul. Storczykowa",KpToruStorczMOB,2018-01-01,2018-12-31,background,urban,mobile,KUJAWSKO-POMORSKIE,Toruń,ul. Storczykowa 124,53.041945,18.595036,
234,KpToruWSikor,PL0582A,"Toruń, ul. Wały gen. Sikorskiego",,2012-03-01,,background,urban,container,KUJAWSKO-POMORSKIE,Toruń,ul. Wały Gen. Sikorskiego 12,53.012475,18.605681,
235,KpTuchPiast,PL0341A,Tuchola Piastowska,KpTuchPiast,2011-01-01,2014-01-01,background,suburban,container,KUJAWSKO-POMORSKIE,Tuchola,ul. Piastowska,53.585961,17.86935,powiat tucholski
236,KpTuchPiastowska,,Tuchola,KpTuchPiastowska,1999-01-01,2010-12-31,background,urban,container,KUJAWSKO-POMORSKIE,Tuchola,ul. Piastowska 30,53.585832999999994,17.871667000000002,powiat tucholski
237,KpWabrzMuzeum,PL0204A,Wąbrzeźno - muzeum,KpWabrzMuzeum,2005-04-01,2010-12-31,background,urban,in-house,KUJAWSKO-POMORSKIE,Wąbrzeźno,ul. 1 Maja 40,53.279722,18.954167,powiat wąbrzeski
238,KpWabrzstmob,,Wąbrzeźno (stacja mobilna),KpWabrzstmob,2005-01-01,2008-12-13,background,urban,mobile,KUJAWSKO-POMORSKIE,Wąbrzeźno,ul. Kętrzyńskiego 3,53.278332999999996,18.966667,powiat wąbrzeski
239,KpWieniecZdrMOB,PL0718A,Airponter Wieniec Zdrój,KpWieniecZdrMOB,2018-12-28,2019-12-31,background,suburban,mobile,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,ul. Wieniecka,52.656866,18.987368,powiat włocławski
240,KpWieniZdroj,PL0689A,"Wieniec Zdrój, ul. Wieniecka",,2018-01-01,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,Wieniecka,52.656866,18.987368,powiat włocławski
241,KpWienSanatorium,PL0342A,"Wieniec-Zdrój Sanatorium ""Jutrzenka""",KpWienSanatorium,1981-01-01,2010-12-31,NO DATA,nonurban,container,KUJAWSKO-POMORSKIE,Wieniec-Zdrój,,52.656943999999996,18.988611,powiat włocławski
242,KpWiktorowoG,PL0587A,Lafarge- Airpointer,KpAirpWiktorowo,2012-08-01,2015-01-01,industrial,nonurban,container,KUJAWSKO-POMORSKIE,Wiktorowo,Wiktorowo 22,52.822942000000005,17.859030999999998,powiat mogileński
243,KpWloclChelmMOB,PL0605A,Airpointer Włocławek,KpAirpWlocWod,2015-01-01,2018-01-01,background,suburban,mobile,KUJAWSKO-POMORSKIE,Włocławek,ul. Chełmicka,52.672647999999995,19.079261,
244,KpWloclGnia2,PL0703A,"Włocławek, ul. Gniazdowskiego2",KpWloclGnia2,2017-01-01,2017-12-31,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Włocławek,Gniazdowskiego 7,52.651561,19.051886,
245,KpWloclGniaz,PL0690A,"Włocławek, ul. Gniazdowskiego",,2017-04-01,,background,suburban,dust collector,KUJAWSKO-POMORSKIE,Włocławek,Gniazdowskiego 7,52.651561,19.051886,
