No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county,STANAME,matched_LAT,matched_LON,matched_STANAME
335,LdLodzWSSEMDeczyns,PL0099A,Łódź-Deczyńskiego,LdLodzWSSEMDeczyns,01-01-1973,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Deczyńskiego 24,51.803889,19.471111,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
336,LdLodzWSSEMPrzybys,PL0036A,Łódź-Przybyszewskiego10,LdLodzWSSEMPrzybys,05-03-1965,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Przybyszewskiego 10,51.744167,19.467228,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
337,LdLodzWSSEMRokicin,,Łódź-Rokicińska144,LdLodzWSSEMRokicin,02-01-1971,31-12-2003,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Rokicińska 144,51.758056,19.560278,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
338,LdLodzWSSEMWici3,PL0037A,Łódź-Wici3,LdLodzWSSEMWici3,07-01-1994,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Wici 3,51.798611,19.384722,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
339,LdLodzWSSEMWilensk,PL0369A,Łódź-Wileńska25,LdLodzWSSEMWilensk,01-01-1994,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Wileńska 25,51.752778,19.428333,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
340,LdLodzWSSEMWodna40,PL0002A,Łódź-WSSE Wodna40,LdLodzWSSEMWodna40,25-12-1998,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Wodna 40,51.761667,19.476944,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
341,LdLodzWSSEMZachodn,PL0102A,Łódź-Zachodnia81,LdLodzWSSEMZachodn,05-01-1967,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łódź,ul. Zachodnia 81,51.774722,19.455003,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
342,LdLodzZachod,PL0098A,Łódź-Zachodnia 40,LdLodzWIOSAZachodn,02-09-2003,20-05-2016,communication,urban,container,ŁÓDZKIE,Łódź,ul. Zachodnia 40,51.777603,19.452408,Kłodzko County,LODZ,51.73,19.4,LODZ                                    
343,LdLowiczSien,PL0609A,"Łowicz, ul. Sienkiewicza",,01-01-2015,,background,urban,dust collector,ŁÓDZKIE,Łowicz,ul. Henryka Sienkiewicza 62,52.105853,19.939553,powiat łowicki,LOWICZ,51.96666667,20.16666667,SKIERNIEWICE                            
344,LdLowiczWSSEMSwFlori,PL0370A,Łowicz-Św.Floriana3,LdLowiczWSSEMSwFlori,01-01-1994,01-01-2010,background,urban,in-house,ŁÓDZKIE,Łowicz,ul. Św. Floriana 3,52.108056,19.936944,powiat łowicki,LOWICZ,51.96666667,20.16666667,SKIERNIEWICE                            
345,LdOpocCurieSk,PL0666A,Opoczno-Curie-Skłodowskiej 5,LdOpocCurieSk,01-01-2017,,background,urban,dust collector,ŁÓDZKIE,Opoczno,ul. Curie-Skłodowskiej 5,51.379128,20.282169,powiat opoczyński,OPOCZNO,51.35333333,19.86638889,SULEJOW                                 
346,LdOpocPlKosc,PL0508A,Opoczno-Pl Kościuszki 15,LdOpocznWIOSMPlKosci,01-01-2010,01-01-2017,background,urban,dust collector,ŁÓDZKIE,Opoczno,pl. Kościuszki 15,51.375842,20.289236,powiat opoczyński,OPOCZNO,51.35333333,19.86638889,SULEJOW                                 
347,LdOpocSkCuri,PL0666A,"Opoczno, ul. Skłodowskiej-Curie",,01-01-2017,,background,urban,dust collector,ŁÓDZKIE,Opoczno,ul. Skłodowskiej-Curie 5,51.379128,20.282169,powiat opoczyński,OPOCZNO,51.35333333,19.86638889,SULEJOW                                 
348,LdOpocznWSSEMPlKosci,PL0103A,Opoczno-Pl Kościuszki,LdOpocznWSSEMPlKosci,01-01-1986,01-01-2010,background,urban,in-house,ŁÓDZKIE,Opoczno,pl. Kościuszki,51.375,20.275008,powiat opoczyński,OPOCZNO,51.35333333,19.86638889,SULEJOW                                 
349,LdOzorkoWSSEMWigury1,PL0371A,Ozorków-Wigury 1,LdOzorkoWSSEMWigury1,04-02-1986,01-01-2010,background,urban,in-house,ŁÓDZKIE,Ozorków,ul. Wigury 1,51.967222,19.290283,powiat zgierski,OZORKOW,51.78333333,19.08333333,PUCZNIEW                                
350,LdPabianWSSEMNowa,PL0372A,Pabianice-Nowa1,LdPabianWSSEMNowa,01-01-1992,01-01-2010,background,urban,in-house,ŁÓDZKIE,Pabianice,ul. Nowa 1,51.659167,19.320833,powiat pabianicki,PABIANICE,51.71694444,19.4,LUBLINEK                                
351,LdPabiKilins,PL0537A,"Pabianice, ul. Kilińskiego",,08-12-2009,,background,urban,in-house,ŁÓDZKIE,Pabianice,ul. Kilińskiego 4,51.663181,19.355486,powiat pabianicki,PABIANICE,51.71694444,19.4,LUBLINEK                                
352,LdPabiKonsta,PL0104A,"Pabianice, ul. Konstantynowska",,01-11-2003,,industrial,urban,container,ŁÓDZKIE,Pabianice,ul. Konstantynowska,51.667981,19.368683,powiat pabianicki,PABIANICE,51.71694444,19.4,LUBLINEK                                
353,LdPajeczWSSEMZeromsk,PL0373A,Pajęczno-Żeromskiego 7,LdPajeczWSSEMZeromsk,01-01-2001,01-01-2010,background,urban,in-house,ŁÓDZKIE,Pajęczno,ul. Żeromskiego,51.150556,18.987781,powiat pajęczański,PAJECZNO,51.21027778,18.55666667,WIELUN                                  
354,LdParzniUjWo,PL0105A,"Parzniewice, Ujęcie Wody",,17-10-2003,,background,nonurban,container,ŁÓDZKIE,Parzniewice,Ujęcie wody,51.291175,19.517556,powiat piotrkowski,PARZNIEWICE,51.35333333,19.86638889,SULEJOW                                 
355,LdPiotrkMZGKMkarolin,,Piotrków Tryb. - Karolinowska 51,LdPiotrkMZGKMkarolin,01-06-1983,01-01-2008,industrial,urban,container,ŁÓDZKIE,Piotrków Trybunalski,ul. Karolinowska 51,51.425,19.682222,Powiat radziejowski,PIOTRKOW TRYBUNALSKI,51.35333333,19.86638889,SULEJOW                                 
356,LdPioTrKraPr,PL0509A,"Piotrków Trybunalski, ul. Krakowskie Przedmieście",,15-12-2009,,background,urban,container,ŁÓDZKIE,Piotrków Trybunalski,ul. Krakowskie Przedmieście 13,51.404406,19.696956,Powiat radziejowski,PIOTRKOW TRYBUNALSKI,51.35333333,19.86638889,SULEJOW                                 
357,LdPiotrkWIOSABelzack,PL0106A,Piotrków Belzacka,LdPiotrkWIOSABelzack,09-03-1999,13-01-2009,background,urban,in-house,ŁÓDZKIE,Piotrków Trybunalski,ul. Belzacka 78a,51.406944,19.673056,Powiat radziejowski,PIOTRKOW TRYBUNALSKI,51.35333333,19.86638889,SULEJOW                                 
358,LdPiotrkWSSEM3goMaja,PL0107A,PiotrkówTryb.-3-goMaja8,LdPiotrkWSSEM3goMaja,01-01-1987,01-01-2010,background,urban,in-house,ŁÓDZKIE,Piotrków Trybunalski,ul. 3 Maja 8,51.405,19.693333,Powiat radziejowski,PIOTRKOW TRYBUNALSKI,51.35333333,19.86638889,SULEJOW                                 
359,LdPioTrSienk,PL0510A,PiotrkówTryb.-Sienkiewicza 16,LdPiotrkWIOSMSienkie,01-01-2010,01-01-2015,background,urban,in-house,ŁÓDZKIE,Piotrków Trybunalski,ul. Sienkiewicza 16,51.407844,19.688694,Powiat radziejowski,PIOTRKOW TRYBUNALSKI,51.35333333,19.86638889,SULEJOW                                 
360,LdRadomsFAMEGMGlinia,,Radomsko-Gliniana26,LdRadomsFAMEGMGlinia,01-01-1990,01-04-2006,background,urban,container,ŁÓDZKIE,Radomsko,ul. Gliniana 26,51.068056,19.426667,powiat radomszczański,RADOMSKO,50.8125,19.0925,CZOSTOCHOWA                             
361,LdRadomsFAMEGMGolebi,,Radomsko-Gołębia,LdRadomsFAMEGMGolebi,01-08-1990,01-11-2005,background,urban,container,ŁÓDZKIE,Radomsko,ul. Gołębia 8,-999.0,-999.0,Powiat radomszczański,RADOMSKO,,,
362,LdRadomsMETALMPrzedb,,Radomsko-Przedborska,LdRadomsMETALMPrzedb,01-01-1990,01-04-2006,background,urban,container,ŁÓDZKIE,Radomsko,ul. Przedborska,51.074722,19.461111,powiat radomszczański,RADOMSKO,50.8125,19.0925,CZOSTOCHOWA                             
363,LdRadomsRoln,PL0544A,"Radomsko, ul. Rolna",,01-01-2010,,background,urban,container,ŁÓDZKIE,Radomsko,ul. Rolna 2,51.067439,19.448694,powiat radomszczański,RADOMSKO,50.8125,19.0925,CZOSTOCHOWA                             
364,LdRadomsSoko,PL0256A,Radomsko-Sokola4,LdRadomsWIOSASokola4,19-04-2005,20-05-2016,background,urban,container,ŁÓDZKIE,Radomsko,ul. Sokola 4,51.063992,19.451164,powiat radomszczański,RADOMSKO,50.8125,19.0925,CZOSTOCHOWA                             
365,LdRadomsWSSEMKomunyP,PL0108A,Radomsko-KomunyParyskiej5,LdRadomsWSSEMKomunyP,01-01-1995,01-01-2010,background,urban,in-house,ŁÓDZKIE,Radomsko,ul. Komuny Paryskiej 5,51.069444,19.441111,powiat radomszczański,RADOMSKO,50.8125,19.0925,CZOSTOCHOWA                             
366,LdRadomsWSSEMZeromsk,PL0109A,Radomsko-Żeromskiego 15,LdRadomsWSSEMZeromsk,01-01-2004,01-05-2011,background,urban,container,ŁÓDZKIE,Radomsko,ul. Żeromskiego 15,51.066111,19.441944,powiat radomszczański,RADOMSKO,50.8125,19.0925,CZOSTOCHOWA                             
367,LdRawaMaWIOSMKoscius,PL0511A,Rawa Mazowiecka-Kościuszki 5,LdRawaMaWIOSMKoscius,01-02-2008,31-12-2011,background,urban,in-house,ŁÓDZKIE,Rawa Mazowiecka,ul. Kościuszki 5,51.763358,20.249978,powiat rawski,RAWA MAZOWIECKA,51.96666667,20.16666667,SKIERNIEWICE                            
368,LdRawaNiepod,PL0545A,"Rawa Mazowiecka, ul. Niepodległości",,01-01-2010,,background,urban,in-house,ŁÓDZKIE,Rawa Mazowiecka,ul. Niepodległości 8,51.760875,20.250569,powiat rawski,RAWA MAZOWIECKA,51.96666667,20.16666667,SKIERNIEWICE                            
369,LdSieradWIOSMKoscius,PL0374A,Sieradz-Kościuszki6,LdSieradWIOSMKoscius,01-01-2006,31-12-2011,communication,urban,in-house,ŁÓDZKIE,Sieradz,ul. Kościuszki 6,51.594444,18.736111,powiat sieradzki,SIERADZ,51.78333333,19.08333333,PUCZNIEW                                
370,LdSieradWSSEMArmiiKr,,Sieradz-ArmiiKrajowej7,LdSieradWSSEMArmiiKr,01-01-2003,31-03-2004,background,urban,in-house,ŁÓDZKIE,Sieradz,ul. Armii Krajowej 7,51.583889,18.710556,powiat sieradzki,SIERADZ,51.78333333,19.08333333,PUCZNIEW                                
371,LdSieradWSSEMPOW52,PL0375A,Sieradz-POW52,LdSieradWSSEMPOW52,01-06-2004,01-01-2010,communication,urban,in-house,ŁÓDZKIE,Sieradz,ul. POW 52,51.595833,18.720278,powiat sieradzki,SIERADZ,51.78333333,19.08333333,PUCZNIEW                                
372,LdSieraPolna,PL0636A,"Sieradz, ul. Polna",,01-01-2016,,background,urban,dust collector,ŁÓDZKIE,Sieradz,ul. Polna 18/20,51.592111,18.734898,powiat sieradzki,SIERADZ,51.78333333,19.08333333,PUCZNIEW                                
373,LdSierGrunwa,PL0110A,Sieradz-Grunwaldzka 28,LdSieradWSSEMGrunwal,01-01-2004,31-12-2015,background,urban,dust collector,ŁÓDZKIE,Sieradz,ul. Grunwaldzka 28,51.590125,18.717333,powiat sieradzki,SIERADZ,51.78333333,19.08333333,PUCZNIEW                                
374,LdSkierKonop,PL0611A,"Skierniewice, ul. Konopnickiej",,01-07-2014,,background,urban,dust collector,ŁÓDZKIE,Skierniewice,ul. Marii Konopnickiej 5,51.954314,20.149378,Powiat skierniewicki,SKIERNIEWICE,51.96666667,20.16666667,SKIERNIEWICE                            
375,LdSkiernWIOSMJagiell,PL0546A,Skierniewice-Jagiellońska 28,LdSkiernWIOSMJagiell,01-01-2010,30-06-2014,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Jagiellońska 28,51.959561,20.146183,Powiat skierniewicki,SKIERNIEWICE,51.96666667,20.16666667,SKIERNIEWICE                            
376,LdSkiernWIOSMWitaStw,PL0512A,Skierniewice-Wita Stwosza2/4,LdSkiernWIOSMWitaStw,07-03-2008,31-12-2011,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Wita Stwosza 2/4,51.960719,20.147408,Powiat skierniewicki,SKIERNIEWICE,51.96666667,20.16666667,SKIERNIEWICE                            
377,LdSkiernWSSEMKoperni,PL0111A,Skierniewice-Kopernika5,LdSkiernWSSEMKoperni,02-01-1994,01-01-2010,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Kopernika 5,51.952778,20.152222,Powiat skierniewicki,SKIERNIEWICE,51.96666667,20.16666667,SKIERNIEWICE                            
378,LdSkiernWSSEMReymont,PL0112A,Skierniewice-Reymonta 33,LdSkiernWSSEMReymont,01-01-2004,01-05-2011,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Reymonta 33,51.96,20.147222,Powiat skierniewicki,SKIERNIEWICE,51.96666667,20.16666667,SKIERNIEWICE                            
379,LdSkiernWSSEMWankowi,,Skierniewice-Wańkowicza10,LdSkiernWSSEMWankowi,16-01-1991,31-12-2003,background,urban,in-house,ŁÓDZKIE,Skierniewice,ul. Wańkowicza 10,51.973611,20.148889,Powiat skierniewicki,SKIERNIEWICE,51.96666667,20.16666667,SKIERNIEWICE                            
380,LdToMaSwAnto,PL0547A,Tomaszów Mazowiecki ul. Św. Antoniego,,01-01-2010,,background,urban,dust collector,ŁÓDZKIE,Tomaszów Mazowiecki,ul. Św. Antoniego 43/45,51.526258,20.016786,powiat tomaszowski,TOMASZOW MAZOWIECKI,51.35333333,19.86638889,SULEJOW                                 
381,LdTomaszWSSEMSw.Anto,PL0113A,TomaszówMaz.-Św.Antoniego24,LdTomaszWSSEMSw.Anto,01-01-1988,13-08-2014,background,urban,container,ŁÓDZKIE,Tomaszów Mazowiecki,ul. Św. Antoniego 24,51.528889,20.010833,powiat tomaszowski,TOMASZOW MAZOWIECKI,51.35333333,19.86638889,SULEJOW                                 
382,LdUniejTermy,PL0667A,Uniejów-Termy,LdUniejTermy,01-01-2017,,background,suburban,dust collector,ŁÓDZKIE,Uniejów,ul. Zamkowa 1,51.971664,18.79035,powiat poddębicki,UNIEJOW,52.2,18.66694444,KOLO                                    
383,LdUniejZamko,PL0667A,"Uniejów, ul. Zamkowa",,01-01-2017,,background,suburban,dust collector,ŁÓDZKIE,Uniejów,ul. Zamkowa 1,51.971664,18.79035,powiat poddębicki,UNIEJOW,52.2,18.66694444,KOLO                                    
384,LdWielunPOW1,PL0590A,"Wieluń, ul. POW",,01-01-2012,,background,urban,dust collector,ŁÓDZKIE,Wieluń,ul. POW 12,51.217828,18.581828,powiat wieluński,WIELUN,51.21027778,18.55666667,WIELUN                                  
385,LdWielunWSSEMPOW14,PL0208A,Wieluń-POW14,LdWielunWSSEMPOW14,01-01-2005,01-01-2010,background,urban,in-house,ŁÓDZKIE,Wieluń,ul. POW 14,51.218611,18.581389,powiat wieluński,WIELUN,51.21027778,18.55666667,WIELUN                                  
386,LdWielunWSSEMWojskaP,,Wieluń-WojskaPolskiego,LdWielunWSSEMWojskaP,01-01-2003,01-01-2007,background,urban,in-house,ŁÓDZKIE,Wieluń,ul. Wojska Polskiego,51.217828,18.581828,Powiat wieluński,WIELUN,51.21027778,18.55666667,WIELUN                                  
387,LdWieluPOW12,PL0590A,Wieluń-POW 12,LdWielunWIOSMPOW,01-01-2012,,background,urban,dust collector,ŁÓDZKIE,Wieluń,ul. P.O.W. 12,51.217828,18.581828,powiat wieluński,WIELUN,51.21027778,18.55666667,WIELUN                                  
388,LdZduWoKrole,PL0548A,"Zduńska Wola, ul. Królewska",,16-08-2011,,background,urban,dust collector,ŁÓDZKIE,Zduńska Wola,ul. Królewska 10,51.601439,18.940122,powiat zduńskowolski,ZDUNSKA WOLA,51.78333333,19.08333333,PUCZNIEW                                
389,LdZdWolaWSSEMDabrows,PL0114A,ZduńskaWola-Dąbrowskiego1,LdZdWolaWSSEMDabrows,01-01-2003,01-01-2010,background,urban,in-house,ŁÓDZKIE,Zduńska Wola,ul. Dąbrowskiego 1,51.601111,18.936944,powiat zduńskowolski,ZDUNSKA WOLA,51.78333333,19.08333333,PUCZNIEW                                
390,LdZdWolaWSSEMPlWolno,,Zduńska Wola-Plac Wolności 20,LdZdWolaWSSEMPlWolno,01-01-2001,31-07-2003,background,urban,in-house,ŁÓDZKIE,Zduńska Wola,pl. Wolności 20,51.603056,18.934444,powiat zduńskowolski,ZDUNSKA WOLA,51.78333333,19.08333333,PUCZNIEW                                
391,LdZdWolaWSSEMSzadkow,,ZduńskaWola-Szadkowska4,LdZdWolaWSSEMSzadkow,01-01-2003,01-01-2006,background,urban,in-house,ŁÓDZKIE,Zduńska Wola,ul. Szadkowska 4,51.606667,18.939722,powiat zduńskowolski,ZDUNSKA WOLA,51.78333333,19.08333333,PUCZNIEW                                
392,LdZgieMielcz,PL0115A,"Zgierz, ul. Mielczarskiego",,01-09-2003,,background,urban,container,ŁÓDZKIE,Zgierz,ul. Mielczarskiego 1,51.856692,19.421231,powiat zgierski,ZGIERZ,51.73,19.4,LODZ                                    
393,LdZgierzWSSEMDabrows,,Zgierz-Dąbrowskiego 12,LdZgierzWSSEMDabrows,01-01-1976,31-05-2000,background,urban,in-house,ŁÓDZKIE,Zgierz,ul. Dąbrowskiego 12,51.856944,19.411944,powiat zgierski,ZGIERZ,51.73,19.4,LODZ                                    
394,LdZgierzWSSEMStRynek,PL0116A,Zgierz-Pl Jana Pawła II,LdZgierzWSSEMStRynek,01-01-2000,01-01-2010,background,urban,in-house,ŁÓDZKIE,Zgierz,pl. Jana Pawła II,51.856389,19.404444,powiat zgierski,ZGIERZ,51.73,19.4,LODZ                                    
395,LdZloczeWSSEMWieluns,,Złoczew-Wieluńksa(szkoła),LdZloczeWSSEMWieluns,01-01-2003,31-12-2003,background,urban,in-house,ŁÓDZKIE,Złoczew,ul. Wieluńska,51.406944,18.610833,powiat sieradzki,ZLOCZEW,51.21027778,18.55666667,WIELUN                                  
396,LuDrezdeWSSE,PL0376A,WSSE - Drezdenko,LuDrezdeWSSE,01-05-2002,31-12-2009,background,urban,in-house,LUBUSKIE,Drezdenko,ul. Chrobrego 11,52.839167,15.835578,powiat strzelecko-drezdenecki,DREZDENKO,52.56666667,15.9,GORZYN                                  
397,LuGorzKosGdy,PL0209A,Gorzów Wlkp. ul. Kosynierów Gdyńskich,,01-01-2005,,background,urban,container,LUBUSKIE,Gorzów Wielkopolski,ul. Kosynierów Gdyńskich,52.738214,15.228667,Gorzów Wielkopolski,GORZOW WIELKOPOLSKI,52.74111111,15.27722222,GORZOW WLKP                             
398,LuGorzowWSSE_1,PL0272A,WSSE - Gorzów ul. Borowskiego,LuGorzowWSSE_1,01-01-2003,31-12-2009,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Borowskiego 28,52.737222,15.232222,Gorzów Wielkopolski,GORZOW WIELKOPOLSKI,52.74111111,15.27722222,GORZOW WLKP                             
399,LuGorzowWSSE_5,PL0377A,WSSE - Gorzów ul. Mickiewicza,LuGorzowWSSE_5,01-02-1988,31-12-2009,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Mickiewicza,52.739722,15.23,Gorzów Wielkopolski,GORZOW WIELKOPOLSKI,52.74111111,15.27722222,GORZOW WLKP                             
400,LuGorzowWSSE_6,PL0378A,WSSE - Gorzów ul. Wróblewskiego,LuGorzowWSSE_6,01-04-2003,31-12-2009,background,urban,in-house,LUBUSKIE,Gorzów Wielkopolski,ul. Wróblewskiego,52.754722,15.241944,Gorzów Wielkopolski,GORZOW WIELKOPOLSKI,52.75,15.28,GOZOW WLKP.                             
401,LuGorzPilsud,PL0492A,Gorzów Wlkp. ul. Piłsudskiego,,08-01-2010,,background,urban,dust collector,LUBUSKIE,Gorzów Wielkopolski,ul. Piłsudskiego,52.747044,15.246294,Gorzów Wielkopolski,GORZOW WIELKOPOLSKI,52.74111111,15.27722222,GORZOW WLKP                             
402,LuGubinAnderMOB,PL0782A,"Gubin, ul. Gen. W. Andersa",,04-01-2021,31-12-2021,background,urban,mobile,LUBUSKIE,Gubin,Generała Władysława Andersa,51.947935,14.724985,powiat krośnieński,GUBIN,52.34861111,14.61972222,SLUBICE                                 
403,LuMiedzyWSSE,PL0379A,WSSE - Międzyrzecz,LuMiedzyWSSE,01-01-1992,31-12-2009,background,urban,in-house,LUBUSKIE,Międzyrzecz,ul. Centrum 16,52.442778,15.581389,powiat międzyrzecki,MIEDZYRZECZ,52.56666667,15.9,GORZYN                                  
404,LuNowaSolKos,PL0783A,Nowa Sól,,01-01-2021,,background,urban,container,LUBUSKIE,Nowa Sól,T. Kościuszki,51.809103,15.708042,powiat nowosolski,NOWA SOL,51.93,15.52472222,ZIELONA GORA                            
405,LuNowaSolMOB,PL0752A,"Nowa Sól, ul. T. Kościuszki",LuNowaSolMOB,05-12-2018,31-12-2019,background,urban,mobile,LUBUSKIE,Nowa Sól,T. Kościuszki 26,51.808662,15.708193,powiat nowosolski,NOWA SOL,51.93,15.52472222,ZIELONA GORA                            
406,LuNowasoWSSE,PL0380A,WSSE - Nowa Sól,LuNowasoWSSE,03-01-1990,31-12-2008,background,urban,in-house,LUBUSKIE,Nowa Sól,ul. Wojska Polskiego 11,51.8025,15.715014,powiat nowosolski,NOWA SOL,51.93,15.52472222,ZIELONA GORA                            
407,LuSlubWIOS_AUT,PL0210A,Słubice ul. Woj Pol,LuSlubWIOS_AUT,01-01-2005,31-12-2010,background,urban,container,LUBUSKIE,Słubice,ul. Wojska Polskiego,52.355833,14.564167,powiat słubicki,SLUBICE,52.36527778,14.53777778,FRANKFURT/ODER                          
408,LuSlubWSSE,PL0381A,WSSE - Słubice,LuSlubWSSE,01-02-1988,31-12-2009,background,urban,in-house,LUBUSKIE,Słubice,ul. Mickiewicza 4,52.350278,14.557222,powiat słubicki,SLUBICE,52.36527778,14.53777778,FRANKFURT/ODER                          
409,LuSmolBytnic,PL0211A,Smolary Bytnickie,,01-01-2005,,background,nonurban,container,LUBUSKIE,Smolary Bytnickie,Smolary Bytnickie 45A,52.172222,15.206667,powiat krośnieński,SMOLARY BYTNICKIE,51.93,15.52472222,ZIELONA GORA                            
410,LuSulecDudka,PL0575A,Sulęcin ul. Dudka,,26-01-2011,,background,urban,container,LUBUSKIE,Sulęcin,ul. Dudka,52.437722,15.122444,powiat sulęciński,SULECIN,52.74111111,15.27722222,GORZOW WLKP                             
411,LuSuleciWSSE,PL0382A,WSSE - Sulęcin,LuSuleciWSSE,02-01-1992,31-12-2009,background,urban,in-house,LUBUSKIE,Sulęcin,ul. Magazynowa,52.449722,15.116944,powiat sulęciński,SULECIN,52.74111111,15.27722222,GORZOW WLKP                             
